web-scraper-order,web-scraper-start-url,party,won,won-href,leading,total,Sno,constituency,constituency-href,winning_candidate,total_votes,margin,name,status,party_name
"1719855970-1","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","Ladakh(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U091.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","MOHMAD HANEEFA","won
                            65259 (+ 27862)","Independent"
"1719855972-2","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","BARAMULLA(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U081.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","ABDUL RASHID SHEIKH","won
                            472481 (+ 204142)","Independent"
"1719855974-3","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","Daman & Diu (1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U031.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","PATEL UMESHBHAI BABUBHAI","won
                            42523 (+ 6225)","Independent"
"1719855976-4","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","Faridkot(9)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S199.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","SARABJEET SINGH KHALSA","won
                            298062 (+ 70053)","Independent"
"1719855978-5","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","Khadoor Sahib(3)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S193.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","AMRITPAL SINGH","won
                            404430 (+ 197120)","Independent"
"1719855980-6","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","Sangli(44)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1344.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","VISHAL (DADA) PRAKASHBAPU PATIL","won
                            571666 (+ 100053)","Independent"
"1719855982-7","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-743.htm","0","240","1","Purnia(12)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0412.htm","RAJESH RANJAN ALIAS PAPPU YADAV","567556","23847","RAJESH RANJAN ALIAS PAPPU YADAV","won
                            567556 (+ 23847)","Independent"
"1719855987-8","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-118.htm","0","240","1","Hyderabad(9)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S299.htm","ASADUDDIN OWAISI","661981","338087","ASADUDDIN OWAISI","won
                            661981 (+ 338087)","All India Majlis-E-Ittehadul Muslimeen"
"1719855993-9","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-160.htm","0","240","1","Giridih(6)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S276.htm","CHANDRA PRAKASH CHOUDHARY","451139","80880","CHANDRA PRAKASH CHOUDHARY","won
                            451139 (+ 80880)","AJSU Party"
"1719855997-10","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-2070.htm","0","240","1","Mirzapur(79)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2479.htm","ANUPRIYA PATEL","471631","37810","ANUPRIYA PATEL","won
                            471631 (+ 37810)","Apna Dal (Soneylal)"
"1719856002-11","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-2989.htm","0","240","1","Nagina(5)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S245.htm","CHANDRASHEKHAR","512552","151473","CHANDRASHEKHAR","won
                            512552 (+ 151473)","Aazad Samaj Party (Kanshi Ram)"
"1719856006-12","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1046.htm","0","240","1","TIRUCHIRAPPALLI(24)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2224.htm","DURAI VAIKO","542213","313094","DURAI VAIKO","won
                            542213 (+ 313094)","Marumalarchi Dravida Munnetra Kazhagam"
"1719856010-13","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1658.htm","0","240","1","Sikkim(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S211.htm","INDRA HANG SUBBA","164396","80830","INDRA HANG SUBBA","won
                            164396 (+ 80830)","Sikkim Krantikari Morcha"
"1719856015-14","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3482.htm","0","240","1","BANSWARA (20)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2020.htm","RAJ KUMAR ROAT","820831","247054","RAJ KUMAR ROAT","won
                            820831 (+ 247054)","Bharat Adivasi Party"
"1719856019-15","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-2484.htm","0","240","1","NAGAUR(14)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2014.htm","HANUMAN BENIWAL","596955","42225","HANUMAN BENIWAL","won
                            596955 (+ 42225)","Rashtriya Loktantrik Party"
"1719856023-16","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1584.htm","0","240","1","Bathinda(11)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1911.htm","HARSIMRAT KAUR BADAL","376558","49656","HARSIMRAT KAUR BADAL","won
                            376558 (+ 49656)","Shiromani Akali Dal"
"1719856028-17","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-2757.htm","0","240","1","MIZORAM(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S161.htm","RICHARD VANLALHMANGAIHA","208552","68288","RICHARD VANLALHMANGAIHA","won
                            208552 (+ 68288)","Zoram People’s Movement"
"1719856032-18","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3388.htm","0","240","1","Shillong(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S151.htm","DR. RICKY ANDREW J. SYNGKON","571078","371910","DR. RICKY ANDREW J. SYNGKON","won
                            571078 (+ 371910)","Voice of the People Party"
"1719856037-19","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1142.htm","0","240","1","Raigad(32)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1332.htm","TATKARE SUNIL DATTATREY","508352","82784","TATKARE SUNIL DATTATREY","won
                            508352 (+ 82784)","Nationalist Congress Party"
"1719856041-20","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1534.htm","0","240","1","Kollam(18)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1118.htm","N K PREMACHANDRAN","443628","150302","N K PREMACHANDRAN","won
                            443628 (+ 150302)","Revolutionary Socialist Party"
"1719856045-21","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-911.htm","0","240","1","Kottayam(14)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1114.htm","ADV K FRANCIS GEORGE","364631","87266","ADV K FRANCIS GEORGE","won
                            364631 (+ 87266)","Kerala Congress"
"1719856050-22","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-664.htm","0","240","1","Gaya(38)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0438.htm","JITAN RAM MANJHI","494960","101812","JITAN RAM MANJHI","won
                            494960 (+ 101812)","Hindustani Awam Morcha (Secular)"
"1719856054-23","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-83.htm","0","240","1","Barpeta(3)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S033.htm","PHANI BHUSAN CHOUDHURY","860113","222351","PHANI BHUSAN CHOUDHURY","won
                            860113 (+ 222351)","Asom Gana Parishad"
"1719856058-24","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","1","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1998.htm","0","240","1","Kokrajhar (1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S031.htm","JOYANTA BASUMATARY","488995","51583","JOYANTA BASUMATARY","won
                            488995 (+ 51583)","United People’s Party, Liberal"
"1719856063-25","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-834.htm","0","240","1","ANANTNAG-RAJOURI(3)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U083.htm","AGA SYED RUHULLAH MEHDI","356866","188416","MIAN ALTAF AHMAD","won
                            521836 (+ 281794)","Jammu & Kashmir National Conference"
"1719856065-26","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-834.htm","0","240","1","SRINAGAR(2)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U082.htm","AGA SYED RUHULLAH MEHDI","356866","188416","AGA SYED RUHULLAH MEHDI","won
                            356866 (+ 188416)","Jammu & Kashmir National Conference"
"1719856069-27","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1458.htm","0","240","1","Baghpat(11)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2411.htm","CHANDAN CHAUHAN","404493","37508","DR RAJKUMAR SANGWAN","won
                            488967 (+ 159459)","Rashtriya Lok Dal"
"1719856071-28","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1458.htm","0","240","1","Bijnor(4)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S244.htm","CHANDAN CHAUHAN","404493","37508","CHANDAN CHAUHAN","won
                            404493 (+ 37508)","Rashtriya Lok Dal"
"1719856076-29","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-544.htm","0","240","1","NAGAPATTINAM(29)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2229.htm","SUBBARAYAN, K.","472739","125928","SELVARAJ V","won
                            465044 (+ 208957)","Communist Party of India"
"1719856078-30","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-544.htm","0","240","1","TIRUPPUR(18)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2218.htm","SUBBARAYAN, K.","472739","125928","SUBBARAYAN, K.","won
                            472739 (+ 125928)","Communist Party of India"
"1719856082-31","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1847.htm","0","240","1","CHIDAMBARAM(27)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2227.htm","RAVIKUMAR. D","477033","70703","THIRUMAAVALAVAN THOL","won
                            505084 (+ 103554)","Viduthalai Chiruthaigal Katchi"
"1719856085-32","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1847.htm","0","240","1","VILUPPURAM(13)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2213.htm","RAVIKUMAR. D","477033","70703","RAVIKUMAR. D","won
                            477033 (+ 70703)","Viduthalai Chiruthaigal Katchi"
"1719856089-33","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-804.htm","0","240","1","Kolar(28)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1028.htm","H.D. KUMARASWAMY","851881","284620","M. MALLESH BABU","won
                            691481 (+ 71388)","Janata Dal  (Secular)"
"1719856091-34","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-804.htm","0","240","1","Mandya(20)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1020.htm","H.D. KUMARASWAMY","851881","284620","H.D. KUMARASWAMY","won
                            851881 (+ 284620)","Janata Dal  (Secular)"
"1719856095-35","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-545.htm","0","240","1","Karakat(35)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0435.htm","SUDAMA PRASAD","529382","59808","RAJA RAM SINGH","won
                            380581 (+ 105858)","Communist Party of India  (Marxist-Leninist)  (Liberation)"
"1719856097-36","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-545.htm","0","240","1","Arrah(32)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0432.htm","SUDAMA PRASAD","529382","59808","SUDAMA PRASAD","won
                            529382 (+ 59808)","Communist Party of India  (Marxist-Leninist)  (Liberation)"
"1719856102-37","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-860.htm","0","240","1","Machilipatnam(11)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0111.htm","TANGELLA UDAY SRINIVAS (TEA TIME UDAY)","729699","229491","BALASHOWRY VALLABHANENI","won
                            724439 (+ 223179)","Janasena Party"
"1719856104-38","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","2","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-860.htm","0","240","1","Kakinada(6)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S016.htm","TANGELLA UDAY SRINIVAS (TEA TIME UDAY)","729699","229491","TANGELLA UDAY SRINIVAS  (TEA TIME UDAY)","won
                            729699 (+ 229491)","Janasena Party"
"1719856108-39","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-852.htm","0","240","1","Singhbhum(10)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2710.htm","VIJAY KUMAR HANSDAK","613371","178264","JOBA MAJHI","won
                            520164 (+ 168402)","Jharkhand Mukti Morcha"
"1719856110-40","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-852.htm","0","240","1","Dumka(2)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S272.htm","VIJAY KUMAR HANSDAK","613371","178264","NALIN SOREN","won
                            547370 (+ 22527)","Jharkhand Mukti Morcha"
"1719856113-41","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-852.htm","0","240","1","Rajmahal(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S271.htm","VIJAY KUMAR HANSDAK","613371","178264","VIJAY KUMAR HANSDAK","won
                            613371 (+ 178264)","Jharkhand Mukti Morcha"
"1719856117-42","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1.htm","0","240","1","Sangrur(12)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1912.htm","DR. RAJ KUMAR CHABBEWAL","303859","44111","GURMEET SINGH MEET HAYER","won
                            364085 (+ 172560)","Aam Aadmi Party"
"1719856119-43","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1.htm","0","240","1","Anandpur Sahib(6)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S196.htm","DR. RAJ KUMAR CHABBEWAL","303859","44111","MALVINDER SINGH KANG","won
                            313217 (+ 10846)","Aam Aadmi Party"
"1719856122-44","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1.htm","0","240","1","Hoshiarpur(5)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S195.htm","DR. RAJ KUMAR CHABBEWAL","303859","44111","DR. RAJ KUMAR CHABBEWAL","won
                            303859 (+ 44111)","Aam Aadmi Party"
"1719856126-45","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-772.htm","0","240","1","RAMANATHAPURAM(35)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2235.htm","E.T.  MOHAMMED BASHEER","644006","300118","NAVASKANI K","won
                            509664 (+ 166782)","Indian Union Muslim League"
"1719856128-46","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-772.htm","0","240","1","Ponnani(7)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S117.htm","E.T.  MOHAMMED BASHEER","644006","300118","DR. M.P ABDUSSAMAD SAMADANI","won
                            562516 (+ 235760)","Indian Union Muslim League"
"1719856130-47","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","3","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-772.htm","0","240","1","Malappuram(6)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S116.htm","E.T.  MOHAMMED BASHEER","644006","300118","E.T.  MOHAMMED BASHEER","won
                            644006 (+ 300118)","Indian Union Muslim League"
"1719856135-48","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-547.htm","0","240","1","MADURAI(32)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2232.htm","K.RADHAKRISHNAN","403447","20111","VENKATESAN S","won
                            430323 (+ 209409)","Communist Party of India  (Marxist)"
"1719856137-49","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-547.htm","0","240","1","DINDIGUL(22)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2222.htm","K.RADHAKRISHNAN","403447","20111","SACHITHANANTHAM R","won
                            670149 (+ 443821)","Communist Party of India  (Marxist)"
"1719856139-50","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-547.htm","0","240","1","SIKAR(5)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S205.htm","K.RADHAKRISHNAN","403447","20111","AMRARAM","won
                            659300 (+ 72896)","Communist Party of India  (Marxist)"
"1719856141-51","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-547.htm","0","240","1","Alathur (9)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S119.htm","K.RADHAKRISHNAN","403447","20111","K.RADHAKRISHNAN","won
                            403447 (+ 20111)","Communist Party of India  (Marxist)"
"1719856146-52","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1420.htm","0","240","1","Aurangabad(37)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0437.htm","MISHA BHARTI","613283","85174","ABHAY KUMAR SINHA","won
                            465567 (+ 79111)","Rashtriya Janata Dal"
"1719856148-53","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1420.htm","0","240","1","Jahanabad(36)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0436.htm","MISHA BHARTI","613283","85174","SURENDRA PRASAD YADAV","won
                            443035 (+ 142591)","Rashtriya Janata Dal"
"1719856150-54","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1420.htm","0","240","1","Buxar(33)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0433.htm","MISHA BHARTI","613283","85174","SUDHAKAR SINGH","won
                            438345 (+ 30091)","Rashtriya Janata Dal"
"1719856152-55","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1420.htm","0","240","1","Patliputra(31)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0431.htm","MISHA BHARTI","613283","85174","MISHA BHARTI","won
                            613283 (+ 85174)","Rashtriya Janata Dal"
"1719856157-56","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1888.htm","0","240","1","Rajampet(24)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0124.htm","GUMMA THANUJA RANI","477005","50580","P V MIDHUN REDDY","won
                            644844 (+ 76071)","Yuvajana Sramika Rythu Congress Party"
"1719856159-57","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1888.htm","0","240","1","Thirupathi(SC)(23)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0123.htm","GUMMA THANUJA RANI","477005","50580","GURUMOORTHY MADDILA","won
                            632228 (+ 14569)","Yuvajana Sramika Rythu Congress Party"
"1719856161-58","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1888.htm","0","240","1","Kadapa(21)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0121.htm","GUMMA THANUJA RANI","477005","50580","Y. S. AVINASH REDDY","won
                            605143 (+ 62695)","Yuvajana Sramika Rythu Congress Party"
"1719856164-59","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","4","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1888.htm","0","240","1","Araku (ST)(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S011.htm","GUMMA THANUJA RANI","477005","50580","GUMMA THANUJA RANI","won
                            477005 (+ 50580)","Yuvajana Sramika Rythu Congress Party"
"1719856168-60","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","5","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3165.htm","0","240","1","Jamui(40)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0440.htm","VEENA DEVI","567043","89634","ARUN BHARTI","won
                            509046 (+ 112482)","Lok Janshakti Party(Ram Vilas)"
"1719856171-61","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","5","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3165.htm","0","240","1","Khagaria(25)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0425.htm","VEENA DEVI","567043","89634","RAJESH VERMA","won
                            538657 (+ 161131)","Lok Janshakti Party(Ram Vilas)"
"1719856173-62","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","5","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3165.htm","0","240","1","Samastipur(23)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0423.htm","VEENA DEVI","567043","89634","SHAMBHAVI","won
                            579786 (+ 187251)","Lok Janshakti Party(Ram Vilas)"
"1719856175-63","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","5","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3165.htm","0","240","1","Hajipur(21)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0421.htm","VEENA DEVI","567043","89634","CHIRAG PASWAN","won
                            615718 (+ 170105)","Lok Janshakti Party(Ram Vilas)"
"1719856177-64","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","5","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3165.htm","0","240","1","Vaishali(16)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0416.htm","VEENA DEVI","567043","89634","VEENA DEVI","won
                            567043 (+ 89634)","Lok Janshakti Party(Ram Vilas)"
"1719856182-65","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Hatkanangale(48)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1348.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","DHAIRYASHEEL SAMBHAJIRAO MANE","won
                            520190 (+ 13426)","Shiv Sena"
"1719856184-66","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Maval(33)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1333.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","SHRIRANG APPA CHANDU BARNE","won
                            692832 (+ 96615)","Shiv Sena"
