web-scraper-order,web-scraper-start-url,party,won,won-href,leading,total,Sno,constituency,constituency-href,winning_candidate,total_votes,margin,name,status,party_name
"1719856451-180","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Shrawasti(58)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2458.htm","IQRA CHOUDHARY","528013","69116","RAM SHIROMANI VERMA","won
                            511055 (+ 76673)","Samajwadi Party"
"1719856454-181","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Ambedkar Nagar(55)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2455.htm","IQRA CHOUDHARY","528013","69116","LALJI VERMA","won
                            544959 (+ 137247)","Samajwadi Party"
"1719856456-182","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Faizabad(54)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2454.htm","IQRA CHOUDHARY","528013","69116","AWADHESH PRASAD","won
                            554289 (+ 54567)","Samajwadi Party"
"1719856458-183","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Kaushambi(50)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2450.htm","IQRA CHOUDHARY","528013","69116","PUSHPENDRA SAROJ","won
                            509787 (+ 103944)","Samajwadi Party"
"1719856460-184","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Fatehpur(49)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2449.htm","IQRA CHOUDHARY","528013","69116","NARESH CHANDRA UTTAM PATEL","won
                            500328 (+ 33199)","Samajwadi Party"
"1719856462-185","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Banda(48)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2448.htm","IQRA CHOUDHARY","528013","69116","KRISHNA DEVI SHIVSHANKER PATEL","won
                            406567 (+ 71210)","Samajwadi Party"
"1719856465-186","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Hamirpur(47)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2447.htm","IQRA CHOUDHARY","528013","69116","AJENDRA SINGH LODHI","won
                            490683 (+ 2629)","Samajwadi Party"
"1719856467-187","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Jalaun(45)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2445.htm","IQRA CHOUDHARY","528013","69116","NARAYAN DAS AHIRWAR","won
                            530180 (+ 53898)","Samajwadi Party"
"1719856469-188","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Kannauj(42)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2442.htm","IQRA CHOUDHARY","528013","69116","AKHILESH YADAV","won
                            642292 (+ 170922)","Samajwadi Party"
"1719856471-189","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Etawah(41)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2441.htm","IQRA CHOUDHARY","528013","69116","JITENDRA KUMAR DOHARE","won
                            490747 (+ 58419)","Samajwadi Party"
"1719856473-190","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Pratapgarh(39)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2439.htm","IQRA CHOUDHARY","528013","69116","SHIV PAL SINGH PATEL (DR. S P SINGH)","won
                            441932 (+ 66206)","Samajwadi Party"
"1719856476-191","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Sultanpur(38)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2438.htm","IQRA CHOUDHARY","528013","69116","RAMBHUAL NISHAD","won
                            444330 (+ 43174)","Samajwadi Party"
"1719856478-192","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Mohanlalganj(34)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2434.htm","IQRA CHOUDHARY","528013","69116","R.K. CHAUDHARY","won
                            667869 (+ 70292)","Samajwadi Party"
"1719856480-193","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Dhaurahra(29)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2429.htm","IQRA CHOUDHARY","528013","69116","ANAND BHADAURIYA","won
                            443743 (+ 4449)","Samajwadi Party"
"1719856482-194","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Kheri(28)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2428.htm","IQRA CHOUDHARY","528013","69116","UTKARSH VERMA  'MADHUR'","won
                            557365 (+ 34329)","Samajwadi Party"
"1719856484-195","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Aonla(24)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2424.htm","IQRA CHOUDHARY","528013","69116","NEERAJ MAURYA","won
                            492515 (+ 15969)","Samajwadi Party"
"1719856486-196","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Badaun(23)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2423.htm","IQRA CHOUDHARY","528013","69116","ADITYA YADAV","won
                            501855 (+ 34991)","Samajwadi Party"
"1719856488-197","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Etah(22)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2422.htm","IQRA CHOUDHARY","528013","69116","DEVESH SHAKYA","won
                            475808 (+ 28052)","Samajwadi Party"
"1719856490-198","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Mainpuri(21)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2421.htm","IQRA CHOUDHARY","528013","69116","DIMPLE YADAV","won
                            598526 (+ 221639)","Samajwadi Party"
"1719856492-199","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Firozabad(20)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2420.htm","IQRA CHOUDHARY","528013","69116","AKSHAYA YADAV","won
                            543037 (+ 89312)","Samajwadi Party"
"1719856495-200","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Sambhal(8)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S248.htm","IQRA CHOUDHARY","528013","69116","ZIA UR REHMAN","won
                            571161 (+ 121494)","Samajwadi Party"
"1719856497-201","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Rampur(7)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S247.htm","IQRA CHOUDHARY","528013","69116","MOHIBBULLAH","won
                            481503 (+ 87434)","Samajwadi Party"
"1719856499-202","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Moradabad(6)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S246.htm","IQRA CHOUDHARY","528013","69116","RUCHI VIRA","won
                            637363 (+ 105762)","Samajwadi Party"
"1719856501-203","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Muzaffarnagar(3)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S243.htm","IQRA CHOUDHARY","528013","69116","HARENDRA SINGH MALIK","won
                            470721 (+ 24672)","Samajwadi Party"
"1719856503-204","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","37","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1680.htm","0","240","1","Kairana(2)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S242.htm","IQRA CHOUDHARY","528013","69116","IQRA CHOUDHARY","won
                            528013 (+ 69116)","Samajwadi Party"
"1719856508-205","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","PUDUCHERRY(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U071.htm","RAKIBUL HUSSAIN","1471885","1012476","VE VAITHILINGAM","won
                            426005 (+ 136516)","Indian National Congress"
"1719856510-206","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Lakshadweep(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U061.htm","RAKIBUL HUSSAIN","1471885","1012476","MUHAMMED HAMDULLAH SAYEED","won
                            25726 (+ 2647)","Indian National Congress"
"1719856512-207","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Chandigarh(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-U021.htm","RAKIBUL HUSSAIN","1471885","1012476","MANISH TEWARI","won
                            216657 (+ 2504)","Indian National Congress"
"1719856514-208","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Khammam (17)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2917.htm","RAKIBUL HUSSAIN","1471885","1012476","RAMASAHAYAM RAGHURAM REDDY","won
                            766929 (+ 467847)","Indian National Congress"
"1719856517-209","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Mahabubabad  (16)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2916.htm","RAKIBUL HUSSAIN","1471885","1012476","BALRAM NAIK PORIKA","won
                            612774 (+ 349165)","Indian National Congress"
"1719856519-210","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Warangal(15)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2915.htm","RAKIBUL HUSSAIN","1471885","1012476","KADIYAM KAVYA","won
                            581294 (+ 220339)","Indian National Congress"
"1719856521-211","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Bhongir (14)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2914.htm","RAKIBUL HUSSAIN","1471885","1012476","CHAMALA KIRAN KUMAR REDDY","won
                            629143 (+ 222170)","Indian National Congress"
"1719856524-212","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Nalgonda(13)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2913.htm","RAKIBUL HUSSAIN","1471885","1012476","KUNDURU RAGHUVEER","won
                            784337 (+ 559905)","Indian National Congress"
"1719856526-213","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Nagarkurnool(12)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2912.htm","RAKIBUL HUSSAIN","1471885","1012476","DR.MALLU RAVI","won
                            465072 (+ 94414)","Indian National Congress"
"1719856528-214","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Zahirabad(5)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S295.htm","RAKIBUL HUSSAIN","1471885","1012476","SURESH KUMAR SHETKAR","won
                            528418 (+ 46188)","Indian National Congress"
"1719856530-215","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Peddapalle (2)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S292.htm","RAKIBUL HUSSAIN","1471885","1012476","VAMSI KRISHNA GADDAM","won
                            475587 (+ 131364)","Indian National Congress"
"1719856532-216","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Lohardaga(12)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2712.htm","RAKIBUL HUSSAIN","1471885","1012476","SUKHDEO BHAGAT","won
                            483038 (+ 139138)","Indian National Congress"
"1719856535-217","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Khunti(11)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2711.htm","RAKIBUL HUSSAIN","1471885","1012476","KALI CHARAN MUNDA","won
                            511647 (+ 149675)","Indian National Congress"
"1719856537-218","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","KORBA(4)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S264.htm","RAKIBUL HUSSAIN","1471885","1012476","JYOTSNA CHARANDAS MAHANT","won
                            570182 (+ 43283)","Indian National Congress"
"1719856539-219","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Maldaha Dakshin(8)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S258.htm","RAKIBUL HUSSAIN","1471885","1012476","ISHA KHAN CHOUDHURY","won
                            572395 (+ 128368)","Indian National Congress"
"1719856541-220","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Barabanki(53)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2453.htm","RAKIBUL HUSSAIN","1471885","1012476","TANUJ PUNIA","won
                            719927 (+ 215704)","Indian National Congress"
"1719856543-221","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Allahabad(52)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2452.htm","RAKIBUL HUSSAIN","1471885","1012476","UJJWAL RAMAN SINGH","won
                            462145 (+ 58795)","Indian National Congress"
"1719856545-222","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Amethi(37)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2437.htm","RAKIBUL HUSSAIN","1471885","1012476","KISHORI LAL","won
                            539228 (+ 167196)","Indian National Congress"
"1719856547-223","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Rae Bareli(36)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2436.htm","RAKIBUL HUSSAIN","1471885","1012476","RAHUL GANDHI","won
                            687649 (+ 390030)","Indian National Congress"
"1719856550-224","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Sitapur(30)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2430.htm","RAKIBUL HUSSAIN","1471885","1012476","RAKESH RATHOR","won
                            531138 (+ 89641)","Indian National Congress"
"1719856552-225","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Saharanpur(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S241.htm","RAKIBUL HUSSAIN","1471885","1012476","IMRAN MASOOD","won
                            547967 (+ 64542)","Indian National Congress"
"1719856554-226","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","KANNIYAKUMARI(39)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2239.htm","RAKIBUL HUSSAIN","1471885","1012476","VIJAYAKUMAR (Alias) VIJAY VASANTH","won
                            546248 (+ 179907)","Indian National Congress"
"1719856556-227","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","TIRUNELVELI(38)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2238.htm","RAKIBUL HUSSAIN","1471885","1012476","ROBERT BRUCE C","won
                            502296 (+ 165620)","Indian National Congress"
"1719856558-228","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","VIRUDHUNAGAR(34)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2234.htm","RAKIBUL HUSSAIN","1471885","1012476","MANICKAM TAGORE B","won
                            385256 (+ 4379)","Indian National Congress"
"1719856561-229","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","SIVAGANGA(31)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2231.htm","RAKIBUL HUSSAIN","1471885","1012476","KARTI P CHIDAMBARAM","won
                            427677 (+ 205664)","Indian National Congress"
"1719856563-230","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","MAYILADUTHURAI(28)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2228.htm","RAKIBUL HUSSAIN","1471885","1012476","SUDHA R","won
                            518459 (+ 271183)","Indian National Congress"
"1719856565-231","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","CUDDALORE(26)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2226.htm","RAKIBUL HUSSAIN","1471885","1012476","M.K. VISHNUPRASAD","won
                            455053 (+ 185896)","Indian National Congress"
"1719856567-232","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","KARUR(23)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2223.htm","RAKIBUL HUSSAIN","1471885","1012476","JOTHIMANI. S","won
                            534906 (+ 166816)","Indian National Congress"
"1719856569-233","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","KRISHNAGIRI(9)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S229.htm","RAKIBUL HUSSAIN","1471885","1012476","GOPINATH K","won
                            492883 (+ 192486)","Indian National Congress"
"1719856572-234","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","TIRUVALLUR(1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S221.htm","RAKIBUL HUSSAIN","1471885","1012476","Sasikanth Senthil","won
                            796956 (+ 572155)","Indian National Congress"
"1719856574-235","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","BARMER(17)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2017.htm","RAKIBUL HUSSAIN","1471885","1012476","UMMEDA RAM BENIWAL","won
                            704676 (+ 118176)","Indian National Congress"
"1719856576-236","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","TONK-SAWAI MADHOPUR (12)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2012.htm","RAKIBUL HUSSAIN","1471885","1012476","HARISH CHANDRA MEENA","won
                            623763 (+ 64949)","Indian National Congress"
"1719856578-237","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","DAUSA (11)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2011.htm","RAKIBUL HUSSAIN","1471885","1012476","MURARI LAL MEENA","won
                            646266 (+ 237340)","Indian National Congress"
"1719856581-238","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","KARAULI-DHOLPUR (10)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S2010.htm","RAKIBUL HUSSAIN","1471885","1012476","BHAJAN LAL JATAV","won
                            530011 (+ 98945)","Indian National Congress"
"1719856583-239","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","BHARATPUR (9)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S209.htm","RAKIBUL HUSSAIN","1471885","1012476","SANJNA JATAV","won
                            579890 (+ 51983)","Indian National Congress"
"1719856585-240","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","JHUNJHUNU     (4)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S204.htm","RAKIBUL HUSSAIN","1471885","1012476","BRIJENDRA SINGH OLA","won
                            553168 (+ 18235)","Indian National Congress"
"1719856587-241","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","CHURU(3)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S203.htm","RAKIBUL HUSSAIN","1471885","1012476","RAHUL KASWAN","won
                            728211 (+ 72737)","Indian National Congress"
"1719856589-242","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","GANGANAGAR (1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S201.htm","RAKIBUL HUSSAIN","1471885","1012476","KULDEEP INDORA","won
                            726492 (+ 88153)","Indian National Congress"
"1719856591-243","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Patiala(13)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1913.htm","RAKIBUL HUSSAIN","1471885","1012476","DR DHARAMVIRA GANDHI","won
                            305616 (+ 14831)","Indian National Congress"
"1719856594-244","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Firozpur(10)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1910.htm","RAKIBUL HUSSAIN","1471885","1012476","SHER SINGH GHUBAYA","won
                            266626 (+ 3242)","Indian National Congress"
"1719856596-245","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Fatehgarh Sahib(8)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S198.htm","RAKIBUL HUSSAIN","1471885","1012476","AMAR SINGH","won
                            332591 (+ 34202)","Indian National Congress"
"1719856598-246","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Ludhiana(7)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S197.htm","RAKIBUL HUSSAIN","1471885","1012476","AMRINDER SINGH RAJA WARRING","won
                            322224 (+ 20942)","Indian National Congress"
"1719856600-247","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","99","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-742.htm","0","240","1","Jalandhar(4)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S194.htm","RAKIBUL HUSSAIN","1471885","1012476","CHARANJIT SINGH CHANNI","won
                            390053 (+ 175993)","Indian National Congress"
